PrimaryKey;Indikator;Satuan;Kategori;Pengertian;Interpretasi;Fenomena Terakhir;Sumber;SearchIndex;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;;;;;;;
Rasio Jenis Kelamin Karangtengah;Sex Ratio Karangtengah;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Karangtengah Rasio Jenis Kelamin;;;;;97,09;97,07;97,05;97,09;97,02;;101,65;102,57;101,45;101,64;;;;;;;
Rasio Jenis Kelamin Tirtomoyo;Sex Ratio Tirtomoyo;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Tirtomoyo Rasio Jenis Kelamin;;;;;95,26;95,24;95,23;95,26;95,19;;101,00;101,19;101,06;100,99;;;;;;;
Rasio Jenis Kelamin Nguntoronadi;Sex Ratio Nguntoronadi;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Nguntoronadi Rasio Jenis Kelamin;;;;;96,03;96,00;95,98;96,03;95,96;;101,28;101,81;101,24;101,26;;;;;;;
Rasio Jenis Kelamin Baturetno;Sex Ratio Baturetno;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Baturetno Rasio Jenis Kelamin;;;;;93,91;93,89;93,88;93,91;93,85;;98,95;99,71;98,88;98,93;;;;;;;
Rasio Jenis Kelamin Eromoko;Sex Ratio Eromoko;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Eromoko Rasio Jenis Kelamin;;;;;92,14;92,12;92,10;92,14;92,08;;97,80;98,42;97,89;97,79;;;;;;;
Rasio Jenis Kelamin Wuryantoro;Sex Ratio Wuryantoro;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Wuryantoro Rasio Jenis Kelamin;;;;;91,91;91,89;91,86;91,91;91,84;;96,84;98,24;96,08;96,84;;;;;;;
Rasio Jenis Kelamin Manyaran;Sex Ratio Manyaran;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Manyaran Rasio Jenis Kelamin;;;;;93,78;93,76;93,75;93,78;93,72;;97,46;98,49;97,14;97,45;;;;;;;
Rasio Jenis Kelamin Selogiri;Sex Ratio Selogiri;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Selogiri Rasio Jenis Kelamin;;;;;98,06;98,04;98,03;98,06;97,99;;99,92;98,17;99,21;98,75;;;;;;;
Rasio Jenis Kelamin Wonogiri;Sex Ratio Wonogiri;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Wonogiri Rasio Jenis Kelamin;;;;;96,69;96,66;96,65;96,69;96,62;;99,69;99,72;99,21;99,37;;;;;;;
Rasio Jenis Kelamin Ngadirojo;Sex Ratio Ngadirojo;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Ngadirojo Rasio Jenis Kelamin;;;;;96,19;96,17;96,16;96,19;96,12;;99,10;98,96;98,60;98,26;;;;;;;
Rasio Jenis Kelamin Sidoharjo;Sex Ratio Sidoharjo;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Sidoharjo Rasio Jenis Kelamin;;;;;95,06;95,04;95,02;95,06;94,99;;99,59;100,15;99,42;99,28;;;;;;;
Rasio Jenis Kelamin Jatiroto;Sex Ratio Jatiroto;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Jatiroto Rasio Jenis Kelamin;;;;;92,28;92,26;92,24;92,28;92,20;;100,96;100,33;101,65;101,90;;;;;;;
Rasio Jenis Kelamin Kismantoro;Sex Ratio Kismantoro;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Kismantoro Rasio Jenis Kelamin;;;;;96,32;96,31;96,29;96,32;96,25;;102,34;102,13;102,43;102,38;;;;;;;
Rasio Jenis Kelamin Purwantoro;Sex Ratio Purwantoro;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Purwantoro Rasio Jenis Kelamin;;;;;96,18;96,16;96,14;96,18;96,11;;102,30;101,56;102,41;102,37;;;;;;;
Rasio Jenis Kelamin Bulukerto;Sex Ratio Bulukerto;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Bulukerto Rasio Jenis Kelamin;;;;;97,73;97,72;97,69;97,73;97,67;;100,91;99,96;100,44;100,10;;;;;;;
Rasio Jenis Kelamin Puhpelem;Sex Ratio Puhpelem;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Puhpelem Rasio Jenis Kelamin;;;;;93,09;93,07;93,04;93,09;93,03;;96,01;96,09;95,57;95,25;;;;;;;
Rasio Jenis Kelamin Slogohimo;Sex Ratio Slogohimo;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Slogohimo Rasio Jenis Kelamin;;;;;95,01;94,99;94,97;95,01;94,95;;100,94;100,25;101,04;100,99;;;;;;;
Rasio Jenis Kelamin Jatisrono;Sex Ratio Jatisrono;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Jatisrono Rasio Jenis Kelamin;;;;;96,32;96,30;96,28;96,32;96,26;;101,34;101,25;101,24;101,09;;;;;;;
Rasio Jenis Kelamin Jatipurno;Sex Ratio Jatipurno;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Jatipurno Rasio Jenis Kelamin;;;;;97,55;97,53;97,51;97,55;97,48;;102,55;100,83;102,42;102,26;;;;;;;
Rasio Jenis Kelamin Girimarto;Sex Ratio Girimarto;persen;Rasio Jenis Kelamin;;Jika sex ratio diatas 100 menunjukan bahwa jumlah penduduk laki-laki lebih banyak di banding perempuan, sedangkan bila sex ratio nya kurang dari 100 berarti jumlah penduduk perempuan lebih banyak dari jumlah penduduk laki-laki.; ;Tabel Dinamis BPS Wonogiri;Rasio Jenis Kelamin Girimarto Rasio Jenis Kelamin;;;;;96,69;96,67;96,64;96,69;96,62;;101,19;99,71;100,99;100,78;;;;;;;
Kelompok Umur 0 - 4 Laki-laki;KU 0 - 4 (L);jiwa;Kelompok Umur Laki-laki;Jumlah Penduduk Berdasarkan Umur dan Jenis Kelamin adalah jumlah penduduk yang dikategorikan berdasarkan kelompok umur dan jenis kelamin (Laki-Laki dan Perempuan);Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 0 - 4 Laki-laki Kelompok Umur Laki-laki;;;;32.530,00;32.078,00;31.196,00;30.578,00;29.998,00;29.447,00;;;;30.019,00;32.348,00;;;;;;;
Kelompok Umur 5 - 9 Laki-laki;KU 5 - 9 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 5 - 9 Laki-laki Kelompok Umur Laki-laki;;;;34.274,00;34.037,00;34.153,00;33.873,00;33.502,00;33.058,00;;;;30.910,00;30.284,00;;;;;;;
Kelompok Umur 10 - 14 Laki-laki;KU 10 - 14 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 10 - 14 Laki-laki Kelompok Umur Laki-laki;;;;35.908,00;35.313,00;35.440,00;35.036,00;34.715,00;34.495,00;;;;34.642,00;32.865,00;;;;;;;
Kelompok Umur 15 - 19 Laki-laki;KU 15 - 19 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 15 - 19 Laki-laki Kelompok Umur Laki-laki;;;;33.984,00;33.961,00;33.157,00;32.882,00;32.451,00;31.899,00;;;;39.462,00;37.577,00;;;;;;;
Kelompok Umur 20 -24 Laki-laki;KU 20 -24 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 20 -24 Laki-laki Kelompok Umur Laki-laki;;;;24.764,00;25.037,00;24.234,00;24.453,00;24.660,00;24.794,00;;;;38.634,00;40.852,00;;;;;;;
Kelompok Umur 25 - 29 Laki-laki;KU 25 - 29 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 25 - 29 Laki-laki Kelompok Umur Laki-laki;;;;23.463,00;23.190,00;23.875,00;23.929,00;24.153,00;24.473,00;;;;36.388,00;38.752,00;;;;;;;
Kelompok Umur 30 - 34 Laki-laki;KU 30 - 34 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 30 - 34 Laki-laki Kelompok Umur Laki-laki;;;;27.676,00;27.181,00;26.059,00;25.619,00;25.161,00;24.755,00;;;;33.802,00;35.510,00;;;;;;;
Kelompok Umur 35 - 39 Laki-laki;KU 35 - 39 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 35 - 39 Laki-laki Kelompok Umur Laki-laki;;;;31.187,00;30.920,00;31.332,00;30.817,00;30.308,00;29.754,00;;;;34.774,00;33.998,00;;;;;;;
Kelompok Umur 40 - 44 Laki-laki;KU 40 - 44 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 40 - 44 Laki-laki Kelompok Umur Laki-laki;;;;34.565,00;34.339,00;34.527,00;34.374,00;34.197,00;34.018,00;;;;35.537,00;34.879,00;;;;;;;
Kelompok Umur 45 - 49 Laki-laki;KU 45 - 49 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 45 - 49 Laki-laki Kelompok Umur Laki-laki;;;;35.534,00;35.608,00;35.125,00;35.082,00;34.963,00;34.777,00;;;;37.445,00;35.617,00;;;;;;;
Kelompok Umur 50 - 54 Laki-laki;KU 50 - 54 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 50 - 54 Laki-laki Kelompok Umur Laki-laki;;;;35.088,00;35.466,00;35.152,00;35.328,00;35.499,00;35.638,00;;;;38.209,00;36.849,00;;;;;;;
Kelompok Umur 55 - 59 Laki-laki;KU 55 - 59 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 55 - 59 Laki-laki Kelompok Umur Laki-laki;;;;31.203,00;32.088,00;33.572,00;34.290,00;34.862,00;35.316,00;;;;34.710,00;35.135,00;;;;;;;
Kelompok Umur 60 - 64 Laki-laki;KU 60 - 64 (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 60 - 64 Laki-laki Kelompok Umur Laki-laki;;;;25.303,00;26.612,00;27.888,00;29.141,00;30.297,00;31.333,00;;;;32.151,00;30.832,00;;;;;;;
Kelompok Umur 65 ++ Laki-laki;KU 65 ++ (L);jiwa;Kelompok Umur Laki-laki;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 65 ++ Laki-laki Kelompok Umur Laki-laki;;;;52.611,00;53.969,00;55.597,00;57.298,00;59.238,00;61.367,00;;;;70.968,00;69.002,00;;;;;;;
Kelompok Umur 0 - 4 Perempuan;KU 0 - 4 (P);jiwa;Kelompok Umur Perempuan;Jumlah Penduduk Berdasarkan Umur dan Jenis Kelamin adalah jumlah penduduk yang dikategorikan berdasarkan kelompok umur dan jenis kelamin (Laki-Laki dan Perempuan);Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 0 - 4 Perempuan Kelompok Umur Perempuan;;;;31.319,00;30.878,00;30.089,00;29.478,00;28.899,00;28.353,00;;;;28.709,00;31.116,00;;;;;;;
Kelompok Umur 5 - 9 Perempuan;KU 5 - 9 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 5 - 9 Perempuan Kelompok Umur Perempuan;;;;32.339,00;32.033,00;31.964,00;31.680,00;31.277,00;30.860,00;;;;29.819,00;29.124,00;;;;;;;
Kelompok Umur 10 - 14 Perempuan;KU 10 - 14 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 10 - 14 Perempuan Kelompok Umur Perempuan;;;;33.356,00;32.814,00;33.224,00;32.831,00;32.528,00;32.247,00;;;;33.118,00;31.651,00;;;;;;;
Kelompok Umur 15 - 19 Perempuan;KU 15 - 19 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 15 - 19 Perempuan Kelompok Umur Perempuan;;;;32.093,00;32.006,00;30.847,00;30.578,00;30.194,00;29.725,00;;;;36.359,00;35.487,00;;;;;;;
Kelompok Umur 20 -24 Perempuan;KU 20 -24 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 20 -24 Perempuan Kelompok Umur Perempuan;;;;26.518,00;26.561,00;25.649,00;25.702,00;25.776,00;25.820,00;;;;35.430,00;37.420,00;;;;;;;
Kelompok Umur 25 - 29 Perempuan;KU 25 - 29 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 25 - 29 Perempuan Kelompok Umur Perempuan;;;;26.810,00;26.267,00;26.767,00;26.602,00;26.603,00;26.678,00;;;;33.833,00;35.526,00;;;;;;;
Kelompok Umur 30 - 34 Perempuan;KU 30 - 34 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 30 - 34 Perempuan Kelompok Umur Perempuan;;;;31.166,00;30.680,00;29.250,00;28.665,00;27.992,00;27.348,00;;;;32.943,00;33.502,00;;;;;;;
Kelompok Umur 35 - 39 Perempuan;KU 35 - 39 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 35 - 39 Perempuan Kelompok Umur Perempuan;;;;33.887,00;33.705,00;34.386,00;33.996,00;33.618,00;33.180,00;;;;34.250,00;33.622,00;;;;;;;
Kelompok Umur 40 - 44 Perempuan;KU 40 - 44 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 40 - 44 Perempuan Kelompok Umur Perempuan;;;;37.077,00;36.765,00;36.712,00;36.511,00;36.303,00;36.117,00;;;;34.646,00;34.533,00;;;;;;;
Kelompok Umur 45 - 49 Perempuan;KU 45 - 49 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 45 - 49 Perempuan Kelompok Umur Perempuan;;;;38.295,00;38.396,00;38.037,00;37.932,00;37.725,00;37.444,00;;;;37.997,00;35.609,00;;;;;;;
Kelompok Umur 50 - 54 Perempuan;KU 50 - 54 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 50 - 54 Perempuan Kelompok Umur Perempuan;;;;37.332,00;38.127,00;38.910,00;39.350,00;39.685,00;39.904,00;;;;38.997,00;37.867,00;;;;;;;
Kelompok Umur 55 - 59 Perempuan;KU 55 - 59 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 55 - 59 Perempuan Kelompok Umur Perempuan;;;;31.515,00;32.882,00;34.032,00;35.327,00;36.429,00;37.360,00;;;;37.258,00;36.958,00;;;;;;;
Kelompok Umur 60 - 64 Perempuan;KU 60 - 64 (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 60 - 64 Perempuan Kelompok Umur Perempuan;;;;25.172,00;26.181,00;27.465,00;28.638,00;30.021,00;31.481,00;;;;34.980,00;33.910,00;;;;;;;
Kelompok Umur 65 ++ Perempuan;KU 65 ++ (P);jiwa;Kelompok Umur Perempuan;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk sesuai jenis kelamin di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 65 ++ Perempuan Kelompok Umur Perempuan;;;;67.408,00;68.723,00;70.378,00;71.985,00;73.652,00;75.465,00;;;;81.097,00;80.260,00;;;;;;;
Kelompok Umur 0 - 4 Total;KU 0 - 4;jiwa;Kelompok Umur Total;Jumlah Penduduk berdasarkan Lama waktu hidup sejak dilahirkan yang dihitung dalam tahun menurut sistem kalender Masehi dengan pembulatan ke bawah atau umur ulang tahun yang terakhir.;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 0 - 4 Total Kelompok Umur Total;;;;63.849,00;62.956,00;61.285,00;60.056,00;58.897,00;57.800,00;;;;58.728,00;63.464,00;;;;;;;
Kelompok Umur 5 - 9 Total;KU 5 - 9;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 5 - 9 Total Kelompok Umur Total;;;;66.613,00;66.070,00;66.117,00;65.553,00;64.779,00;63.918,00;;;;60.729,00;59.408,00;;;;;;;
Kelompok Umur 10 - 14 Total;KU 10 - 14;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 10 - 14 Total Kelompok Umur Total;;;;69.264,00;68.127,00;68.664,00;67.867,00;67.243,00;66.742,00;;;;67.760,00;64.516,00;;;;;;;
Kelompok Umur 15 - 19 Total;KU 15 - 19;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 15 - 19 Total Kelompok Umur Total;;;;66.077,00;65.967,00;64.004,00;63.460,00;62.645,00;61.624,00;;;;75.821,00;73.064,00;;;;;;;
Kelompok Umur 20 -24 Total;KU 20 -24;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 20 -24 Total Kelompok Umur Total;;;;51.282,00;51.598,00;49.883,00;50.155,00;50.436,00;50.614,00;;;;74.064,00;78.272,00;;;;;;;
Kelompok Umur 25 - 29 Total;KU 25 - 29;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 25 - 29 Total Kelompok Umur Total;;;;50.273,00;49.457,00;50.642,00;50.531,00;50.756,00;51.151,00;;;;70.221,00;74.278,00;;;;;;;
Kelompok Umur 30 - 34 Total;KU 30 - 34;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 30 - 34 Total Kelompok Umur Total;;;;58.842,00;57.861,00;55.309,00;54.284,00;53.153,00;52.103,00;;;;66.745,00;69.012,00;;;;;;;
Kelompok Umur 35 - 39 Total;KU 35 - 39;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 35 - 39 Total Kelompok Umur Total;;;;65.074,00;64.625,00;65.718,00;64.813,00;63.926,00;62.934,00;;;;69.024,00;67.620,00;;;;;;;
Kelompok Umur 40 - 44 Total;KU 40 - 44;jiwa;Kelompok Umur Total;;Semakin tinggi nilai pada suatu kelompok umur menunjukan semakin banyak penduduk di kelompok umur tersebut.; ;Tabel Dinamis BPS Wonogiri;Kelompok Umur 40 - 44 Total Kelompok Umur Total;;;;71.642,00;71.104,00;71.239,00;70.885,00;70.500,00;70.135,00;;;;70.183,00;69.412,00;;;;;;;
